id,disease_type,year,lat,lon,region,subregion,country,location,nearest_town,genus_species,percentage_incidence,disease_remarks,mortality_percentage,diseased_percentage,reference_id,remarks,country_code,source
30073,Yellow band disease,1995,25.252222,55.28,Middle East,Persian Gulf,United Arab Emirates,Dubai,,Turbinaria reniformis,,no record,,,13434,YBD widespread in both summer and winter,ARE,"Riegl, B., 2002. Effects of the 1996 and 1998 positive sea-surface temperature anomalies on corals, coral diseases and fish in the Arabian Gulf (Dubai, UAE). Marine Biology  140: 29-40"
30075,Black-band Disease,1996,,,Americas,U.S. Caribbean,United States,Algae Reef,Key Largo,Montastraea cavernosa,,no record,,,26224,Indicates presence of BBD. Samples collected for lab studies. Not reporting on status of disease,USA,"Richardson, L.L. and K.G. Kuta, 2003. Ecological physiology of the black band disease cyanobacterium Phormidium corallyticum Federation of European Microbiological Societies (FEMS) Microbiology Ecology, Vol.43:287-298"
30076,Black-band Disease,1996,25.1075,-80.306833,Americas,U.S. Caribbean,United States,Grecian Rocks,Key Largo,Montastraea cavernosa,,no record,,,26224,Indicates presence of BBD. Samples collected for lab studies. Not reporting on status of disease,USA,"Richardson, L.L. and K.G. Kuta, 2003. Ecological physiology of the black band disease cyanobacterium Phormidium corallyticum Federation of European Microbiological Societies (FEMS) Microbiology Ecology, Vol.43:287-298"
30077,Ulcerative White spot disease,1996,9.5911111,123.1227778,Asia,Southeast Asia,Philippines,Bais Bay,Negros Oriental,Porites attenuata,,no record,,,,"Source: Raymundo, 2002 ; Porites ulcerative white spot disease",PHL,
30078,Yellow band disease,1996,9.473333,-78.552778,Americas,Southern Tropical America,Panama,San Blas,Salar Islands,,,no record,,,,,PAN,
30079,Black-band Disease,1996,29.4562333,34.9764,Middle East,Red Sea - Gulf of Aden,Jordan,Southern Industrial Zone,Gulf of Aqaba,Goniopora columna,,no record,,,10519,Fist case of Black Band Disease observed in area,JOR,"Al-Moghrabi, S.M., 2001. Unusual black band disease (BBD) outbreak in the northern tip of the Gulf of Aqaba (Jordan). Coral Reefs (2001) 19: 330-331"
30080,Yellow band disease,1996,9.5166667,-78.8083333,Americas,Southern Tropical America,Panama,Salar Islands group ,San Blas,Montastraea faveolata,0.05,Few (2-50) colonies,,,11946,on forereef about 6-18m depth,PAN,"Santavy, D. L., E. Mueller, J. W. Porter, E. C. Peters, L. MacLaughlin, J. G. Campbell, M. Parsons and L. C. Becker, 1999. The distribution and frequency of coral diseases in the Florida Keys and the Dry Tortugas. International Conference On Scientific Aspects Of Coral Reef Assessment, Monitoring, And Restoration, Fort Lauderdale, Florida, Abstract, 1999, Pp.171"
30081,Yellow band disease,1996,9.5166667,-78.8083333,Americas,Southern Tropical America,Panama,Salar Islands group ,San Blas,Montastraea faveolata,0.1,Few (2-50) colonies,,,11946,on solar fringing reef about 4.5-15m,PAN,"Santavy, D. L., E. Mueller, J. W. Porter, E. C. Peters, L. MacLaughlin, J. G. Campbell, M. Parsons and L. C. Becker, 1999. The distribution and frequency of coral diseases in the Florida Keys and the Dry Tortugas. International Conference On Scientific Aspects Of Coral Reef Assessment, Monitoring, And Restoration, Fort Lauderdale, Florida, Abstract, 1999, Pp.171"
30082,Yellow band disease,1996,9.5166667,-78.8083333,Americas,Southern Tropical America,Panama,Salar Islands group ,San Blas,Montastraea annularis,,no record,,,11946,,PAN,"Santavy, D. L., E. Mueller, J. W. Porter, E. C. Peters, L. MacLaughlin, J. G. Campbell, M. Parsons and L. C. Becker, 1999. The distribution and frequency of coral diseases in the Florida Keys and the Dry Tortugas. International Conference On Scientific Aspects Of Coral Reef Assessment, Monitoring, And Restoration, Fort Lauderdale, Florida, Abstract, 1999, Pp.171"
30083,Patchy necrosis/ white pox,1996,24.453633,-81.84365,Americas,U.S. Caribbean,United States,"Eastern Dry Rocks Reef, Florida Keys",,Acropora palmata,,no record,,,12811,First documentation of this disease in 1996,USA,"Patterson, K. L., J. W. Porter, K. B. Ritchie, S. W. Polson, E. Mueller, E. C. Peters, D. L. Santavy, and G.  W. Smith, 2002. The etiology of white pox, a lethal disease of the Caribbean elkhorn coral, Acropora palmata. Proc. Natl. Acad. Sci. USA, Vol. 99, Issue 13, 8725-8730, June 25, 2002"
30084,Yellow band disease,1996,26.5769,53.9417,Middle East,Persian Gulf,Iran,,Kish Islands,,,no record,,,26212,,IRN,"Maghsoudlou, A. and P. Eghtesadi, 2004. Status of coral reefs in Iranian coastal areas Poster at the Tenth International Coral Reef Symposium, Okinawa"
30085,No disease,1996,25.294412,-80.219135,Americas,U.S. Caribbean,United States,Turtle Patch reef,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30086,No disease,1996,25.294412,-80.219135,Americas,U.S. Caribbean,United States,Turtle Patch reef,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30087,White-band disease,1996,25.222232,-80.209752,Americas,U.S. Caribbean,United States,"Carysfort reef, S.",Florida Keys National Marine Sanctuary,,0.25,Few (2-50) colonies,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30088,No disease,1996,25.173583,-80.3475,Americas,U.S. Caribbean,United States,Rattlesnake,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30089,White-band disease,1996,25.107547,-80.690258,Americas,U.S. Caribbean,United States,"Grecian Rocks, S.",Florida Keys National Marine Sanctuary,,0.25,Few (2-50) colonies,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30090,Black-band Disease,1996,25.107547,-80.690258,Americas,U.S. Caribbean,United States,"Grecian Rocks, S.",Florida Keys National Marine Sanctuary,,0.25,Few (2-50) colonies,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30091,No disease,1996,25.103165,-80.32431,Americas,U.S. Caribbean,United States,Porter Patch,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30092,No disease,1996,25.120113,-80.378228,Americas,U.S. Caribbean,United States,El Radabob,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30093,No disease,1996,25.007185,-80.375563,Americas,U.S. Caribbean,United States,"Molasses Reef, D.",Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30094,White-band disease,1996,25.00875,-80.376483,Americas,U.S. Caribbean,United States,"Molasses Reef, S.",Florida Keys National Marine Sanctuary,,0.25,Few (2-50) colonies,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30095,Black-band Disease,1996,25.044133,-80.39475,Americas,U.S. Caribbean,United States,Admiral Patch,Florida Keys National Marine Sanctuary,,0.5,Few (2-50) colonies,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30096,No disease,1996,25.044655,-80.468375,Americas,U.S. Caribbean,United States,Dove Key,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30097,No disease,1996,24.951857,-80.451345,Americas,U.S. Caribbean,United States,Conch Reef D.,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30098,No disease,1996,24.95525,-80.458017,Americas,U.S. Caribbean,United States,Conch Reef S.,Florida Keys National Marine Sanctuary,,0,no disease,,0,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30099,White-band disease,1996,24.845167,-80.620938,Americas,U.S. Caribbean,United States,Alligator Reef D.,Florida Keys National Marine Sanctuary,,0.25,Few (2-50) colonies,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30100,Disease unspecified,1996,24.845167,-80.620938,Americas,U.S. Caribbean,United States,Alligator Reef D.,Florida Keys National Marine Sanctuary,,0.25,Few (2-50) colonies,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30101,Disease unspecified,1996,24.846205,-80.62302,Americas,U.S. Caribbean,United States,Alligator Reef S.,Florida Keys National Marine Sanctuary,,1,Few (2-50) colonies,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30102,Black-band Disease,1996,24.752702,-80.757827,Americas,U.S. Caribbean,United States,Tennessee Reef D.,Florida Keys National Marine Sanctuary,,0.25,Few (2-50) colonies,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30103,No disease,1996,24.744967,-80.781217,Americas,U.S. Caribbean,United States,Tennessee Reef S.,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30104,No disease,1996,24.797233,-80.784,Americas,U.S. Caribbean,United States,Long Key,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30105,Disease unspecified,1996,24.699287,-80.966878,Americas,U.S. Caribbean,United States,West Turtle Shoal,Florida Keys National Marine Sanctuary,,0.25,Few (2-50) colonies,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30106,Disease unspecified,1996,24.68946,-81.030168,Americas,U.S. Caribbean,United States,Dustan Rocks,Florida Keys National Marine Sanctuary,,0.5,Few (2-50) colonies,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30107,No disease,1996,24.622245,-81.111733,Americas,U.S. Caribbean,United States,Sombrero Reef D.,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30108,White-band disease,1996,24.625517,-81.1104,Americas,U.S. Caribbean,United States,Sombrero reef S.,Florida Keys National Marine Sanctuary,,0.25,Few (2-50) colonies,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30109,No disease,1996,24.689117,-81.167577,Americas,U.S. Caribbean,United States,Moser Channel,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30110,No disease,1996,24.675618,-81.19049,Americas,U.S. Caribbean,United States,Molasses Keys,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30111,White-band disease,1996,24.54205,-81.415297,Americas,U.S. Caribbean,United States,Looe Key Reef D.,Florida Keys National Marine Sanctuary,,0.25,Few (2-50) colonies,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30112,Disease unspecified,1996,24.54205,-81.415297,Americas,U.S. Caribbean,United States,Looe Key Reef D.,Florida Keys National Marine Sanctuary,,0.25,Few (2-50) colonies,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30113,White-band disease,1996,24.545262,-81.407943,Americas,U.S. Caribbean,United States,Looe Key Reef S.,Florida Keys National Marine Sanctuary,,0.25,Few (2-50) colonies,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30114,Black-band Disease,1996,24.545262,-81.407943,Americas,U.S. Caribbean,United States,Looe Key Reef S.,Florida Keys National Marine Sanctuary,,0.5,Few (2-50) colonies,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30115,Disease unspecified,1996,24.545262,-81.407943,Americas,U.S. Caribbean,United States,Looe Key Reef S.,Florida Keys National Marine Sanctuary,,1,Few (2-50) colonies,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30116,No disease,1996,24.585702,-81.582613,Americas,U.S. Caribbean,United States,Jaap Patch Reef,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30117,Disease unspecified,1996,24.547467,-81.586557,Americas,U.S. Caribbean,United States,W. Washerwoman,Florida Keys National Marine Sanctuary,,0.25,Few (2-50) colonies,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30118,No disease,1996,24.488382,-81.665857,Americas,U.S. Caribbean,United States,Eastern Sambo D.,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30119,No disease,1996,24.491688,-81.663565,Americas,U.S. Caribbean,United States,Eastern Sambo S.,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30120,Disease unspecified,1996,24.478013,-81.717125,Americas,U.S. Caribbean,United States,Western Sambo D.,Florida Keys National Marine Sanctuary,,0.25,Few (2-50) colonies,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30121,No disease,1996,24.479513,-81.717155,Americas,U.S. Caribbean,United States,Western Sambo S.,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30122,No disease,1996,24.5036,-81.76765,Americas,U.S. Caribbean,United States,Cliff Green Patch,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30123,No disease,1996,24.497708,-81.805572,Americas,U.S. Caribbean,United States,Western Head,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30124,No disease,1996,24.453215,-81.856793,Americas,U.S. Caribbean,United States,Rock Key reef D.,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30125,No disease,1996,24.454753,-81.859817,Americas,U.S. Caribbean,United States,Rock Key reef S.,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30126,Disease unspecified,1996,24.82205,-81.488917,Americas,U.S. Caribbean,United States,Content Keys,Florida Keys National Marine Sanctuary,,0.25,Few (2-50) colonies,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30127,No disease,1996,24.451675,-81.879848,Americas,U.S. Caribbean,United States,Sand Key Reef D.,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30128,No disease,1996,24.451983,-81.8775,Americas,U.S. Caribbean,United States,Sand Key Reef S.,Florida Keys National Marine Sanctuary,,0,no disease,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30129,Black-band Disease,1996,24.719825,-81.919595,Americas,U.S. Caribbean,United States,Smith Shoal,Florida Keys National Marine Sanctuary,,0.25,Few (2-50) colonies,,,13142,,USA,"Porter, J.W., P. Dustan, W.C. Jaap, K.L. Patterson, V. Kosmynin, O.W. Meier, M. Patterson, and M. Parsons, 2001. Patterns of spread of coral disease in the Florida Keys. Hydrobiologia 460:1-24"
30130,Dark-spot disease,1996,11.3,-74.166667,Americas,Southern Tropical America,Colombia,Tayrona Natural Park,,Agaricia agaricites,,no record,,,14316,,COL,"Garzón-Ferreira, J., D.L. Gil-Agudelo, L.M. Barrios and S. Zea, 2001. Stony coral diseases observed in southwestern Caribbean reefs. Hydrobiologia 460 (1-3): 65-69"
30131,White plague,1996,11.3,-74.166667,Americas,Southern Tropical America,Colombia,Tayrona Natural Park,,Agaricia agaricites,,no record,,,14316,,COL,"Garzón-Ferreira, J., D.L. Gil-Agudelo, L.M. Barrios and S. Zea, 2001. Stony coral diseases observed in southwestern Caribbean reefs. Hydrobiologia 460 (1-3): 65-69"
30132,White-band disease,1996,11.3,-74.166667,Americas,Southern Tropical America,Colombia,Tayrona Natural Park,,Acropora cervicornis,,no record,,,14316,,COL,"Garzón-Ferreira, J., D.L. Gil-Agudelo, L.M. Barrios and S. Zea, 2001. Stony coral diseases observed in southwestern Caribbean reefs. Hydrobiologia 460 (1-3): 65-69"
30133,White-band disease,1996,11.3,-74.166667,Americas,Southern Tropical America,Colombia,Tayrona Natural Park,,Acropora palmata,,no record,,,14316,,COL,"Garzón-Ferreira, J., D.L. Gil-Agudelo, L.M. Barrios and S. Zea, 2001. Stony coral diseases observed in southwestern Caribbean reefs. Hydrobiologia 460 (1-3): 65-69"
30134,White plague,1996,11.3,-74.166667,Americas,Southern Tropical America,Colombia,Tayrona Natural Park,,Acropora palmata,,no record,,,14316,,COL,"Garzón-Ferreira, J., D.L. Gil-Agudelo, L.M. Barrios and S. Zea, 2001. Stony coral diseases observed in southwestern Caribbean reefs. Hydrobiologia 460 (1-3): 65-69"
30135,White plague,1996,11.3,-74.166667,Americas,Southern Tropical America,Colombia,Tayrona Natural Park,,Colpophyllia natans,,no record,,,14316,,COL,"Garzón-Ferreira, J., D.L. Gil-Agudelo, L.M. Barrios and S. Zea, 2001. Stony coral diseases observed in southwestern Caribbean reefs. Hydrobiologia 460 (1-3): 65-69"
30136,Black-band Disease,1996,11.3,-74.166667,Americas,Southern Tropical America,Colombia,Tayrona Natural Park,,Diploria labyrinthiformis,,no record,,,14316,,COL,"Garzón-Ferreira, J., D.L. Gil-Agudelo, L.M. Barrios and S. Zea, 2001. Stony coral diseases observed in southwestern Caribbean reefs. Hydrobiologia 460 (1-3): 65-69"
30137,White plague,1996,11.3,-74.166667,Americas,Southern Tropical America,Colombia,Tayrona Natural Park,,Dichocoenia stokesii,,no record,,,14316,,COL,"Garzón-Ferreira, J., D.L. Gil-Agudelo, L.M. Barrios and S. Zea, 2001. Stony coral diseases observed in southwestern Caribbean reefs. Hydrobiologia 460 (1-3): 65-69"
30138,Black-band Disease,1996,11.3,-74.166667,Americas,Southern Tropical America,Colombia,Tayrona Natural Park,,Diploria strigosa,,no record,,,14316,,COL,"Garzón-Ferreira, J., D.L. Gil-Agudelo, L.M. Barrios and S. Zea, 2001. Stony coral diseases observed in southwestern Caribbean reefs. Hydrobiologia 460 (1-3): 65-69"
30139,White plague,1996,11.3,-74.166667,Americas,Southern Tropical America,Colombia,Tayrona Natural Park,,Diploria strigosa,,no record,,,14316,,COL,"Garzón-Ferreira, J., D.L. Gil-Agudelo, L.M. Barrios and S. Zea, 2001. Stony coral diseases observed in southwestern Caribbean reefs. Hydrobiologia 460 (1-3): 65-69"
30140,Yellow band disease,1996,11.3,-74.166667,Americas,Southern Tropical America,Colombia,Tayrona Natural Park,,Diploria strigosa,,no record,,,14316,,COL,"Garzón-Ferreira, J., D.L. Gil-Agudelo, L.M. Barrios and S. Zea, 2001. Stony coral diseases observed in southwestern Caribbean reefs. Hydrobiologia 460 (1-3): 65-69"
30141,White plague,1996,11.3,-74.166667,Americas,Southern Tropical America,Colombia,Tayrona Natural Park,,Millepora alcicornis,,no record,,,14316,,COL,"Garzón-Ferreira, J., D.L. Gil-Agudelo, L.M. Barrios and S. Zea, 2001. Stony coral diseases observed in southwestern Caribbean reefs. Hydrobiologia 460 (1-3): 65-69"
30142,White plague,1996,11.3,-74.166667,Americas,Southern Tropical America,Colombia,Tayrona Natural Park,,Montastraea annularis,,no record,,,14316,,COL,"Garzón-Ferreira, J., D.L. Gil-Agudelo, L.M. Barrios and S. Zea, 2001. Stony coral diseases observed in southwestern Caribbean reefs. Hydrobiologia 460 (1-3): 65-69"
30143,Dark-spot disease,1996,11.3,-74.166667,Americas,Southern Tropical America,Colombia,Tayrona Natural Park,,Montastraea annularis,,no record,,,14316,,COL,"Garzón-Ferreira, J., D.L. Gil-Agudelo, L.M. Barrios and S. Zea, 2001. Stony coral diseases observed in southwestern Caribbean reefs. Hydrobiologia 460 (1-3): 65-69"
30144,Black-band Disease,1996,11.3,-74.166667,Americas,Southern Tropical America,Colombia,Tayrona Natural Park,,Montastraea annularis,,no record,,,14316,,COL,"Garzón-Ferreira, J., D.L. Gil-Agudelo, L.M. Barrios and S. Zea, 2001. Stony coral diseases observed in southwestern Caribbean reefs. Hydrobiologia 460 (1-3): 65-69"
30145,Yellow band disease,1996,11.3,-74.166667,Americas,Southern Tropical America,Colombia,Tayrona Natural Park,,Montastraea annularis,,no record,,,14316,,COL,"Garzón-Ferreira, J., D.L. Gil-Agudelo, L.M. Barrios and S. Zea, 2001. Stony coral diseases observed in southwestern Caribbean reefs. Hydrobiologia 460 (1-3): 65-69"
30146,Dark-spot disease,1996,11.3,-74.166667,Americas,Southern Tropical America,Colombia,Tayrona Natural Park,,Montastraea cavernosa,,no record,,,14316,,COL,"Garzón-Ferreira, J., D.L. Gil-Agudelo, L.M. Barrios and S. Zea, 2001. Stony coral diseases observed in southwestern Caribbean reefs. Hydrobiologia 460 (1-3): 65-69"
30147,Black-band Disease,1996,11.3,-74.166667,Americas,Southern Tropical America,Colombia,Tayrona Natural Park,,Montastraea faveolata,,no record,,,14316,,COL,"Garzón-Ferreira, J., D.L. Gil-Agudelo, L.M. Barrios and S. Zea, 2001. Stony coral diseases observed in southwestern Caribbean reefs. Hydrobiologia 460 (1-3): 65-69"
