id,region,subregion,country,location,lat,lon,month,year,depth,severity_code,bleaching_severity,coral_family,coral_species,percentage_affected,bleaching_duration,mortality_code,mortality,recovery_code,recovery,survey_type,survey_area,water_temperature,other_factors,remarks,source,reference_code,country_code
959,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Bowl Rf,-18.50952,147.53939,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
960,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Cup Rf,-18.61744,147.61361,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
961,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Cup Rf,-18.6409,147.59401,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
962,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Cup Rf,-18.66017,147.60133,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
963,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Chicken Rf,-18.66063,147.71017,4,1998,,1,Low,,,,,,,,,,,,,<2%,Berkelmans & Oliver (1999),,AUS_GBR
964,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Centipede Rf,-18.72638,147.53924,4,1998,,1,Low,,,,,,,,,,,,,1-2%,Berkelmans & Oliver (1999),,AUS_GBR
965,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,No Name,-18.73011,147.84347,4,1998,,1,Low,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
966,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Lynch's Rf,-18.77465,147.71033,4,1998,,1,Low,,,,,,,,,,,,,2-5%,Berkelmans & Oliver (1999),,AUS_GBR
967,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,No Name,-18.77666,147.87389,4,1998,,1,Low,,,,,,,,,,,,,<2%,Berkelmans & Oliver (1999),,AUS_GBR
968,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Wheeler Rf,-18.79992,147.52936,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
969,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,No Name,-18.85719,147.89186,4,1998,,1,Low,,,,,,,,,,,,,<2%,Berkelmans & Oliver (1999),,AUS_GBR
970,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Big Broadhurst Rf,-18.91667,147.74167,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
971,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Big Broadhurst, north side",-18.8666,147.71666,4,1998,,1,Low,,,,,,,,,,,,,2-5%,Berkelmans & Oliver (1999),,AUS_GBR
972,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"No Name, NE side",-18.90384,147.95683,4,1998,,1,Low,,,,,,,,,,,,,<2%,Berkelmans & Oliver (1999),,AUS_GBR
973,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"No Name, SE side",-18.90384,147.95683,4,1998,,2,Medium,,,,,,,,,,,,,0.1,Berkelmans & Oliver (1999),,AUS_GBR
974,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Little Broadhurst rf,-18.9666,147.70456,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
975,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Shrimp Rf,-18.9528,148.08033,4,1998,,1,Low,,,,,,,,,,,,,5-10%,Berkelmans & Oliver (1999),,AUS_GBR
976,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Cape Cleveland,-19.18,147.01667,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
977,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Cape Upstart, unnamed bay on NE side",-19.725,147.8333,4,1998,,3,HIGH,,,,,,,,,,,,,100% of fairly extensive reef,Berkelmans & Oliver (1999),,AUS_GBR
978,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Unmarked shoals SE of Camp is,-19.875,147.93333,4,1998,,3,HIGH,,,,,,,,,,,,,Huge area of coral 90-100% bleached,Berkelmans & Oliver (1999),,AUS_GBR
979,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Unmarked patch reef in Queens Bay,-19.98333,148.28333,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
980,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Salamander Rf,-19.18091,147.0645,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
981,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Bare Is,-19.25833,147.06667,4,1998,,3,HIGH,,,,,,,,,,,,,Few corals,Berkelmans & Oliver (1999),,AUS_GBR
982,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Bowden Rf,-19.0379,147.93392,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
983,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Prawn Rf,-19.02262,148.11096,4,1998,,1,Low,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
984,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Caster Rf,-19.02295,148.32394,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
985,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Shell Rf,-19.06502,148.18031,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
986,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Mid Rf,-19.07295,148.07778,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
987,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Dingo Rf, north",-19.125,148.46667,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
988,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Dingo Rf, south",-19.17661,148.38333,4,1998,,1,Low,,,,,,,,,,,,,1-2%,Berkelmans & Oliver (1999),,AUS_GBR
989,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Darley Rf,-19.21045,148.17354,4,1998,,2,Medium,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
990,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Faith Rf,-19.28328,148.34728,4,1998,,1,Low,,,,,,,,,,,,,5-10%,Berkelmans & Oliver (1999),,AUS_GBR
991,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Stanley Rf,-19.29953,148.07807,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
992,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Hope Rf,-19.32398,148.43279,4,1998,,1,Low,,,,,,,,,,,,,2-5%,Berkelmans & Oliver (1999),,AUS_GBR
993,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Charity Rf,-19.36866,148.33633,4,1998,,1,Low,,,,,,,,,,,,,5-10%,Berkelmans & Oliver (1999),,AUS_GBR
994,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Old Rf,-19.38539,148.08683,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
995,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Tiger Rf,-19.2107,148.54149,4,1998,,1,Low,,,,,,,,,,,,,5-10%,Berkelmans & Oliver (1999),,AUS_GBR
996,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Kangaroo Rf,-19.25777,148.62773,4,1998,,1,Low,,,,,,,,,,,,,2-5%,Berkelmans & Oliver (1999),,AUS_GBR
997,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Kangaroo Rf,-19.26278,148.54971,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
998,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,No Name,-19.34187,148.63352,4,1998,,2,Medium,,,,,,,,,,,,,0.1,Berkelmans & Oliver (1999),,AUS_GBR
999,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,No Name,-19.3605,148.63598,4,1998,,2,Medium,,,,,,,,,,,,,0.1,Berkelmans & Oliver (1999),,AUS_GBR
1000,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Wallaby Rf,-19.43049,148.65971,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1001,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Gould Rf,-19.4017,148.77745,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1002,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Gould Rf,-19.50051,148.78414,4,1998,,1,Low,,,,,,,,,,,,,2-5%,Berkelmans & Oliver (1999),,AUS_GBR
1003,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Gould Rf,-19.50205,148.73604,4,1998,,1,Low,,,,,,,,,,,,,5-10%,Berkelmans & Oliver (1999),,AUS_GBR
1004,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Cobham Rf,-19.39867,148.86767,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1005,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Martin Rf,-19.48444,148.82421,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1006,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Showers Rf,-19.49369,148.89927,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1007,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Davies Rf,-19.46723,149.17219,4,1998,,1,Low,,,,,,,,,,,,,1-2%,Berkelmans & Oliver (1999),,AUS_GBR
1008,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,White topped Rock,-19.70833,147.75,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1009,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Cape Upstart, Windy Point",-19.72847,147.75807,4,1998,,3,HIGH,,,,,,,,,,,,,90-100% bleached,Berkelmans & Oliver (1999),,AUS_GBR
1010,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Cape Upstart, middle",-19.72847,147.75807,4,1998,,3,HIGH,,,,,,,,,,,,,narrow fringing reef,Berkelmans & Oliver (1999),,AUS_GBR
1011,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Camp Is,-19.85512,147.8947,4,1998,,3,HIGH,,,,,,,,,,,,,100% bleached,Berkelmans & Oliver (1999),,AUS_GBR
1012,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Holbourne Is,-19.72951,148.36326,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1013,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Square Rf,-19.96667,148.26667,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1014,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Middle Is,-19.98333,148.35833,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1015,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Seagull Rf,-19.52661,148.97698,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1016,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,No Name,-19.533,148.88111,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1017,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Fairey Rf,-19.5426,148.9426,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1018,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Fairey Rf,-19.56344,148.93373,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1019,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Rattray Is,-19.99558,148.55696,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1020,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Line Rf,-19.68809,149.1914,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1021,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,No Name,-19.75159,149.30523,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1022,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,No Name,-19.7621,149.365,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1023,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Black Rf,-19.76314,149.39785,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1024,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Sinker Rf,-19.72122,149.19933,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1025,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Black Rf East,-19.74635,149.48666,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1026,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Hardy Rf,-19.76356,149.23211,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1027,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Hook Rf,-19.80244,149.20064,4,1998,,1,Low,,,,,,,,,,,,,<5%,Berkelmans & Oliver (1999),,AUS_GBR
1028,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Hook Rf,-19.818,149.11904,4,1998,,1,Low,,,,,,,,,,,,,<5%,Berkelmans & Oliver (1999),,AUS_GBR
1029,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Bait Rf,-19.81049,149.07489,4,1998,,1,Low,,,,,,,,,,,,,<5%,Berkelmans & Oliver (1999),,AUS_GBR
1030,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Ross Rf,-19.87632,149.58175,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1031,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Tydeway Rf,-20.00959,149.72417,4,1998,,0,No Bleaching,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1032,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Woodwark Bay,-20.2,148.65,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1033,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Mansell Is,-20.47167,149.13333,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1034,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Unnamed Rf,-20.01319,148.26804,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1035,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Unnamed Rf,-20.02364,148.27329,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1036,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Stone Is, north side",-20.04043,148.27817,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1037,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Dingo Bch, north of Champayne Bay",-20.07838,148.48589,4,1998,,2,Medium,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1038,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Dingo Bch, Champayne Bay",-20.07838,148.48589,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1039,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Dingo Bch, Nelly Bay",-20.07838,148.48589,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1040,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Eshelby Is,-20.02029,148.62309,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1041,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Hayman Is, Akhurst Is",-20.06553,148.89015,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1042,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Hayman Is, Blue Pearl Bay",-20.06553,148.89015,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1043,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Hayman Is, north",-20.06553,148.89015,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1044,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Saddleback Is, east",-20.06819,148.53607,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1045,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Saddleback Is, north",-20.06819,148.53607,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1046,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Olden Is,-20.10669,148.57004,4,1998,,2,Medium,,,,,,,,,,,,,Not much coral,Berkelmans & Oliver (1999),,AUS_GBR
1047,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Armit Is, north",-20.11031,148.652,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1048,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Armit Is, south",-20.11031,148.652,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1049,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Grassy Is, north",-20.13208,148.60696,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1050,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Hook Is,-20.07446,148.92739,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1051,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Hook Is,-20.06564,148.94882,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1052,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Hook Is, NE tip",-20.06667,148.95833,4,1998,,2,Medium,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1053,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Hook Is, NE side",-20.07917,148.95833,4,1998,,1,Low,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1054,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Grassy Is, south",-20.15203,148.60663,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1055,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,North Molle Is,-20.21942,148.80765,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1056,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Batt Rf, NW side",-16.4,145.7,4,1998,,2,Medium,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1057,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Mid Molle Is,-20.25,148.825,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1058,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,West Molle Is (Daydream Is),-20.26282,148.81356,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1059,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,South Molle Is,-20.25997,148.83713,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1060,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Henning Is,-20.32179,148.92857,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1061,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Dent Is,-20.34063,148.93353,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1062,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Hamilton Is, south",-20.35833,148.95833,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1063,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Hamilton Is, east",-20.37405,148.96316,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1064,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Hamilton Is, north",-20.34167,148.96667,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1065,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Border Is, north",-20.1581,149.03381,4,1998,,2,Medium,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1066,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Border Is, SW side",-20.17361,149.02999,4,1998,,1,Low,,,,,,,,,,,,,<1% bleached,Berkelmans & Oliver (1999),,AUS_GBR
1067,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Dumbell Is,-20.17156,149.00888,4,1998,,1,Low,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1068,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Petrel Isl,-20.2,149.11333,4,1998,,3,HIGH,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1069,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Ireby Is,-20.225,149.14583,4,1998,,2,Medium,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1070,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Sillago Is,-20.23833,149.1625,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1071,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Harold Is,-20.24061,149.15394,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1072,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Edward Is,-20.25,149.18333,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1073,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Hazelwood Is,-20.26463,149.10809,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1074,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Lupton Is,-20.27509,149.11172,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1075,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Hazelwood Is,-20.2794,149.09829,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1076,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Nicholson Is,-20.30833,149.09667,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1077,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Deloraine Is,-20.15747,149.07089,4,1998,,1,Low,,,,,,,,,,,,,,Berkelmans & Oliver (1999),,AUS_GBR
1078,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Comston Is,-20.46374,149.10209,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1079,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Lindeman Is, south",-20.44167,149.025,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1080,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Lindeman Is, east",-20.475,149.05333,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1081,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Little Lindeman Is,-20.42262,149.03213,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1082,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Yellow Rf,-20.475,149.0625,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1083,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Shaw Is, north",-20.43469,149.08277,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1084,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Shaw Is,-20.45955,149.08,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
1085,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Shaw Is,-20.50679,149.05138,4,1998,,0,No Bleaching,,,,,,,,,,,,,No bleaching,Berkelmans & Oliver (1999),,AUS_GBR
